crn,name,title,term,credits,status,schedule,begin,end,building,room,capacity,professor,prereq,description 
41165,REL 293W,THEORIES OF RELIGION,Fall 2019,6.0,Open,T,1400,1640,RRLIB,442,NULL,NULL,This course is restricted to Religion majors and minors.,"An investigation of important methodological contributions to the critical study of religion. The class will be conducted as a seminar. In class, papers and discussion will constitute the work of the course. One hundred and fifty pages of reading per week.  This course is restricted to Religion majors and minors."
41199,REL 391,INDEPENDENT STUDY,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"By arrangement with the chair and with the consent of an instructor, to permit work beyond the regular course offerings. Limited to juniors and seniors with background in the selected area of reading."
41206,REL 392,PRACTICUM,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41235,REL 394,INTERNSHIP,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41241,REL 491,READINGS,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41253,REL 591,PHD READINGS IN RELIGION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41270,RST 126,RUSSIA NOW (4.0 CREDITS),Fall 2019,4.0,Open,MW,1525,1640,LATT,401,15,MASLENNIKOV N,NULL,"Students will follow current events in Russia through the internet, newspapers, magazines, and other sources (including satellite broadcasts when available). Along with a general attention to current events, each student will follow a particular area of interest (e.g. national identity, the market economy, politics, health issues, crime, culture, foreign policy) throughout the term, do background work on this topic and write it up towards the end of the term. Students who read Russian will be encouraged to use available sources in that language. This course is designed to (1) familiarize students with the most important issues facing Russia today and the historical/political/cultural context in which to place them; (2) to acquaint students with a variety of resources from the US, Russia, and a number of other countries and the different perspectives these sources may give on one and the same issue. Students write two short essays and one longer research paper."
41288,RST 127,RUSSIA NOW (2.0 CREDITS),Fall 2019,2.0,Open,W,1525,1640,LATT,401,6,MASLENNIKOV N,NULL,"In this 2-credit version of the ""Russia Now"" course, students will follow current events in Russia through the internet, newspapers, magazines, and other sources. Along with a general attention to current events, each student will follow a particular area of interest (e.g. national identity, the market economy, politics, health issues, crime, culture, foreign policy) throughout the term, do background work on this topic and write it up towards the end of the term. Students who read Russian will be encouraged to use available sources in that language. This course is designed to (1) familiarize students with the most important issues facing Russia today and the historical/political/cultural context in which to place them; (2) to acquaint students with a variety of resources from the US, Russia, and a number of other countries and the different perspectives these sources may give on one and the same issue. May be taken twice for credit."
85361,RST 133,"The History of the USSR and Post-Soviet Russia: Revolution, Society and the State, 1917-2014",Fall 2019,4.0,Open,MW,1150,1305,LCHAS,182,15,LENOE M,NULL,"Using original documents, novels and films, we will probe the history of the Communist revolution of 1917, Stalinist society, the central Soviet role in World War II, and the Cold War.  The course will conclude with a consideration of the reasons for the Soviet collapse and the origins and aims of Vladimir Putin's authoritarian regime.  Class time will be evenly divided between lecture and discussion of readings"
41297,RST 160,THE NEW EUROPE,Fall 2019,4.0,Open,MW,1400,1515,LATT,401,19,MASLENNIKOV N,NULL,"One class each week will look at the post-war rise of the European Union and the extent to which it has successfully united a majority of European countries and created a new, post-national European identity. The other weekly class will follow current events in a Europe that stretches from the Atlantic coast eastward to the Ural Mountains of Russia, and comprises more than forty nations, each of which has its own “brand” based on a complex mix of historical, geographical, economic, and cultural factors. In English."
90150,RST 252,"Hipsters, Rebels, & Rock Stars in Russian Literature & Culture",Fall 2019,4.0,Open,MW,1105,1220,LCHAS,143,No Cap,NULL,NULL,"Images of dandies, fops and rebels have steadily resurfaced in Russian art and literature during periods of major political and cultural change, creating both a striking counter-narrative to the established social norms and shaping new currents of thought and artistic expression. Special attention is given to the comparative investigation of artistic media as vehicles for the multivalent, ambiguous and often contradictory portrayal of “the hipster” as both a cultural hero and outsider, in turn, mapping out the ideological nucleus of the Imperial, Totalitarian and Capitalist mainstreams. Course texts include some of the greatest Russian literary classics, such as Pushkin’s Eugene Onegin, Turgenev’s Fathers and Sons, and Dostoevsky’s The Idiot in conversation with cinematic works from the second half of the twentieth century, framing the many iterations of the Russian antihero within historical and artistic contexts. Taught by Prof. Rita Safariants, joining MLC in the fall as assistant professor of Russian."
90168,RST 269,Russian Cinema After the Fall,Fall 2019,4.0,Open,MW,1400,1515,LATT,431,No Cap,NULL,NULL,"This course examines developments and innovations in Russian cinema from the collapse of the Soviet Union to the present day as the Russian film industry struggled to move from a command to a market economy and adapt to new challenges. We will consider these films as works of cinematic art, as cultural/historical artifacts, tools of propaganda and nation building, aesthetic manifestations of political dissent, and (most importantly) how these ways of ""thinking about film"" relate to one another and reflect the cultural and ideological complexities of post-Soviet modernity. Taught by Prof. Rita Safariants (Ph.D., Yale), who is joining MLC in the fall as assistant professor of Russian."
41362,RUS 101,ELEMENTARY RUSSIAN I,Fall 2019,4.0,Open,TR,940,1055,DEWEY,2110E,NULL,DOUBLEDAY M,NULL,"Russian 101 is an introductory language course in which students learn fundamentals of grammar, vocabulary, pronunciation and speaking in the context of Russian culture. Emphasis will be on practical Russian language skills (speaking, listening, reading and writing). Lecture sections combine interactive exercises and drills in Russian with presentations in English. Students must also register for recitation section twice a week in addition to the main class. Recitations focus on group work and practicing new material. There are six unit tests and daily assignments. No midterm or final."
41377,RUS 101,ELEMENTARY RUSSIAN I - REC,Fall 2019,REC,Open,MW,1025,1115,LCHAS,160,NULL,GIVENS L,NULL,NULL
41386,RUS 101,ELEMENTARY RUSSIAN I - REC,Fall 2019,REC,Open,MW,1150,1240,LCHAS,103,NULL,GIVENS L,NULL,NULL
41390,RUS 110,CONVERSATIONAL  RUSSIAN,Fall 2019,2.0,Open,TR,1650,1805,DOUG,404,NULL,DOUBLEDAY M,RUS 101 or instructor's permission,"Conversation course designed to help students with some knowledge of Russian grammar develop facility with the spoken language. Emphasis on vocabulary building. Class time devoted to debate, discussions, and conversations about a variety of subjects, from discussions of classic Russian animated cartoons to topics of contemporary Russian culture. Themes for discussion are both extemporaneous and planned. Students are expected to prepare for the assigned themes in advance. May be taken twice for credit."
41405,RUS 126,RUSSIA NOW (4.0 CREDITS),Fall 2019,4.0,Open,MW,1525,1640,LATT,401,15,MASLENNIKOV N,NULL,"Students will follow current events in Russia through the internet, newspapers, magazines, and other sources (including satellite broadcasts when available). Along with a general attention to current events, each student will follow a particular area of interest (e.g. national identity, the market economy, politics, health issues, crime, culture, foreign policy) throughout the term, do background work on this topic and write it up towards the end of the term. Students who read Russian will be encouraged to use available sources in that language. This course is designed to (1) familiarize students with the most important issues facing Russia today and the historical/political/cultural context in which to place them; (2) to acquaint students with a variety of resources from the US, Russia, and a number of other countries and the different perspectives these sources may give on one and the same issue. Students write two short essays and one longer research paper."
41418,RUS 127,RUSSIA NOW (2.0 CREDITS),Fall 2019,2.0,Open,W,1525,1640,LATT,401,6,MASLENNIKOV N,NULL,"In this 2-credit version of the ""Russia Now"" course, students will follow current events in Russia through the internet, newspapers, magazines, and other sources. Along with a general attention to current events, each student will follow a particular area of interest (e.g. national identity, the market economy, politics, health issues, crime, culture, foreign policy) throughout the term, do background work on this topic and write it up towards the end of the term. Students who read Russian will be encouraged to use available sources in that language. This course is designed to (1) familiarize students with the most important issues facing Russia today and the historical/political/cultural context in which to place them; (2) to acquaint students with a variety of resources from the US, Russia, and a number of other countries and the different perspectives these sources may give on one and the same issue. May be taken twice for credit."
41420,RUS 151,INTERMEDIATE RUSSIAN I,Fall 2019,4.0,Open,MWF,900,950,LATT,401,NULL,GIVENS L,RUS 102 or placement,Further development of grammatical concepts introduced in elementary Russian; building of vocabulary and comprehension skills; weekly film essays. One recitation per week.
41436,RUS 151,INTERMEDIATE RUSSIAN I - REC,Fall 2019,REC,Open,W,1400,1450,LCHAS,124,NULL,GIVENS L,NULL,NULL
41447,RUS 151,INTERMEDIATE RUSSIAN I - REC,Fall 2019,REC,Open,R,1105,1155,HYLAN,206,NULL,GIVENS L,NULL,NULL
41454,RUS 202,ADVANCED READINGS IN RUSSIAN I,Fall 2019,4.0,Open,TR,940,1055,LATT,401,NULL,GIVENS L,NULL,"An introduction to the reading of longer texts in Russian and the development of advanced writing, comprehension and conversation skills in Russian. In addition, we cover advanced Russian grammar topics, such as gerunds, active and passive participles, reported speech, perception and thought. Class conducted primarily in Russian."
41463,RUS 212,ADVANCED RUSSIAN LITERATURE AND CULTURE IN THE ORIGINAL I,Fall 2019,4.0,Open,TR,1525,1640,LATT,431,NULL,MASLENNIKOVA,NULL,This class is aimed at heritage speakers and non-native students who have completed at least three years of Russian. Literary texts appropriate to the abilities of the group are read and discussed. Special attention is paid to the development of writing skills. Class conducted in Russian. This class may be taken twice for credit.
89472,RUS 240,NABOKOV: UNUSUAL ÉMIGRÉ,Fall 2019,4.0,Open,TR,1400,1515,LATT,401,19,MASLENNIKOVA,NULL,"A survey of the writer's Russian and American works and his contribution to world literature. Reading his most renowned novels, we will acquire an understanding of Nabokov's style, philosophy and ethical principles. Our discussions will address his ideas of life and death, space and time, regularity and chance, as well as such issues as otherness, individual freedom, and independent thinking. We will also analyze Nabokov's artistic discourse as we attempt to assess his legacy: was he a trickster as some critics describe him, or a deep thinker and brilliant stylist, as others argue? As an American college professor, whose lectures have been published, how did the author himself think literature should be taught? Readings include King, Queen, Knave, The Defense, Camera Obscura, Invitation to a Beheading, The Gift, Lolita, Pnin and Speak Memory. In English."
89769,RUS 252,"Hipsters, Rebels, & Rock Stars in Russian Literature & Culture",Fall 2019,4.0,Open,MW,1105,1220,LCHAS,143,No Cap,NULL,NULL,"Images of dandies, fops and rebels have steadily resurfaced in Russian art and literature during periods of major political and cultural change, creating both a striking counter-narrative to the established social norms and shaping new currents of thought and artistic expression. Special attention is given to the comparative investigation of artistic media as vehicles for the multivalent, ambiguous and often contradictory portrayal of “the hipster” as both a cultural hero and outsider, in turn, mapping out the ideological nucleus of the Imperial, Totalitarian and Capitalist mainstreams. Course texts include some of the greatest Russian literary classics, such as Pushkin’s Eugene Onegin, Turgenev’s Fathers and Sons, and Dostoevsky’s The Idiot in conversation with cinematic works from the second half of the twentieth century, framing the many iterations of the Russian antihero within historical and artistic contexts. Taught by Prof. Rita Safariants, joining MLC in the fall as assistant professor of Russian."
