crn,name,title,term,credits,status,schedule,begin,end,building,room,capacity,professor,prereq,description,major 
42833,SUS 112,INTRO TO PUBLIC HEALTH,Fall 2018,4.0,Open,TR,1105,1220,LATT,201,106,CHIN N,NULL,Discussion of history and definitions of public health and emerging themes: Public Health Disparities (health and wealth; social justice); Issues in Public Health (lead poisoning; tobacco; obesity; emergency; clean water/air; injury; health systems/reform); and Global Health Issues (globalization and development; maternal and child health). THERE WILL BE A LIMITED NUMBER OF SPACES AVAILABLE FOR EACH REGISTRATION GROUP FOR FIRST-YEAR STUDENTS.,SUS
42844,SUS 113,CONCEPTS OF EPIDEMIOLOGY,Fall 2018,4.0,Open,MW,1400,1515,HUTCH,141,0,RICH D,NULL,Fundamental concepts underlying health-related information and health policy. Basic methodological principles used to describe disease occurrence in populations and identify causes of disease.,SUS
42866,SUS 150,GREEN ENERGY,Fall 2018,4.0,Open,TR,1525,1640,MOREY,321,75,POROSOFF M,Restrictions: Not open to Engineering Juniors and Seniors.,"An introductory engineering course about energy production, conversion, and utilization. The first half of the course covers energy and power metrics, material and energy balances and the fundamental laws of thermodynamics. The remainder of the course examines traditional and alternative energy sources, energy distribution, and energy utilization. Course activities include weekly homework assignments, exams, and a project.  Emphasis is on assumption-based problem solving.",SUS
42879,SUS 150,GREEN ENERGY - REC,Fall 2018,REC,Open,F,900,1015,CSB,209,75,POROSOFF M,NULL,NULL,SUS
42903,SUS 212,CLIM CHNG PERS CHEM. OCEAN.,Fall 2018,4.0,Open,TR,1230,1345,HYLAN,201,35,KESSLER J,CHM 131 and MTH 161,"Most introductory courses to chemical oceanography cover a variety of topics that are only related because they are under the broad umbrella of chemical oceanography. Some of these topics include the carbon dioxide and inorganic carbon chemistry, salinity, marine nutrients, dissolved gases and organic constituents.  Similarly, most discussions of climate change and chemical oceanography only touch on ocean acidification. This course seeks to provide the same broad prospective to conventional chemical oceanography courses but will interweave the unifying theme of climate change into these numerous and diverse topics.",SUS
42929,SUS 213,HYDROLOGY & WATER RES - LAB,Fall 2018,LAB,Open,W,1525,1805,HUTCH,205,0,BERGER K,NULL,NULL,SUS
42930,SUS 213,HYDROLOGY & WATER RES - LAB,Fall 2018,LAB,Open,R,1400,1640,HUTCH,205,0,BERGER K,NULL,NULL,SUS
42948,SUS 223,SOCIAL &POLITICAL PHILOSOPHY,Fall 2018,4.0,Open,MW,1230,1345,MOREY,525,48,TRESAN J,One previous course in philosophy.,"An exploration of basic issues in social & political philosophy, including the nature and justification of government, the nature and value of rights, freedom, and democracy, justice and equality,and the morality of war and peace  (not necessarily all of these).",SUS
42956,SUS 228,PUBLIC HEALTH ETHICS,Fall 2018,4.0,Open,TR,940,1055,GRGEN,108,55,DEES R,NULL,"Most health care ethics focuses on the individual decisions about health care, but many ethical questions have implications for society at large. The demands that individual health decisions make on the system may create collective problems, and conversely, the needs of society may limit the freedoms that individuals think they should have. Public health ethics then, lie at the intersection of medicine, political philosophy, and public policy. This course will examine the values of health, social needs, and freedom through a systematic examination of situations in which these conflicts arise.",SUS
42994,SUS 238,ENVIRONMENTAL ECONOMICS,Fall 2018,4.0,Open,TR,1105,1220,HARK,115,80,RIZZO M,"ECO 108, ECO 207","The course will demonstrate that environmental problems are economic problems and examine the past, present and future visions of resource use, production and sustainability.",SUS
43025,SUS 252,NEW MEDIA AND EMERGING PRACTICE 2: ART ENVIRONMENT ACTION,Fall 2018,4.0,Open,MW,1400,1640,SAGE,BLDG,10,ADAMS C,NULL,"This course explores the possibilities of art-making through networked environments emphasizing emerging technologies and social practice. Our framing creative-research question for the semester will be: What does it mean to be an ecological being in the context of convergent ecological, digital, local, industrial, and global environments, and how do we make art that interrupts this experience? How can artists create texts, objects, and collaborative, participatory social actions that reinvigorate awareness of the ecologically and technologically interconnected world in which we live? We will find out! Not open to seniors. $50 Studio Fee. Permission of instructor is required to enroll.",SUS
43033,SUS 255,PLANETARY SCIENCE: GEOLOGIC EVOLUTION,Fall 2018,4.0,Open,MWF,900,950,HYLAN,306,20,TARDUNO J; COTTRELL R,EES 101 or 201 strongly recommended.,"This course will focus on geologic and geophysical studies of planets (interiors and surfaces), and the conditions that led to the origin of life. We will start with initial conditions, defined here as the formation of Earth and the Moon-forming event, and trace development of the planet from cooling of the magma ocean onwards. We next consider how our planetary neighbors (Venus and Mars) evolved, as well as key satellites in the solar system that may harbor life, or provide insight into early conditions on Earth.",SUS
43044,SUS 260,SOLAR CELLS,Fall 2018,4.0,Open,W,1815,2055,GAVET,312,45,IOANNIDIS ZAC,NULL,"This course will introduce students to the basics of photovoltaic devices: physics of semiconductors; pn junctions; Schottky barriers; processes governing carrier generation, transport and recombination; analysis of solar cell efficiency; crystalline and thin-film solar cells, tandem structures, dye-sensitized and organic solar cells. Students will learn about current photovoltaic technologies including manufacturing processes, and also the economics of solar cells as an alternative energy source. Critical analysis of recent advances and key publications will be a part of the course work.",SUS
43057,SUS 263,ECOLOGY,Fall 2018,4.0,Open,TR,940,1055,GAVET,310,48,JAENIKE J,BIO 111 or 113 and MTH 142 or MTH 161,"A survey of adaptations to the physical environment, dynamics of natural populations, interactions between species, and ecosystem function.",SUS
43066,SUS 264,BIOFUELS,Fall 2018,4.0,Open,M,1815,2055,GAVET,310,30,WU J,Some BIO background preferred,"This course will provide the student with a grounding in the fundamental principles of biofuels, including their sources, properties, and the biological processes by which they are made.",SUS
90982,SUS 446,ENVIRONMENTAL LAW AND POLICY,Fall 2018,4.0,Open,TR,1105,1220,LCHAS,182,15,NOTO T,NULL,NULL,SUS
97183,SUS 473,MASTER'S CAPSTONE DEVELOPMNT,Fall 2018,1.0,Open,TBA,NULL,NULL,NULL,NULL,0,NOTO T,NULL,NULL,SUS
90528,SUS 488,INTRO TO ENERGY SYSTEMS,Fall 2018,4.0,Open,TR,940,1055,B&L,270,35,MATHIAS M,NULL,"The goal of this course is to provide a succinct introduction to the different means ofproducing energy. The first and second laws of thermodynamics are reviewed tointroduce the concepts of conservation of energy and efficiency. Then these conceptsare applied to a number of different energy technologies, including wind, hydroelectric,geothermal, fuel cells, biomass, and nuclear. For each type of technology, a technicalintroduction is given so that the student will understand the governing scientificprinciples.",SUS
96923,SUS 491,MASTER'S READINGS IN SUST,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SUS
96896,SUS 493,MASTER'S ESSAY,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SUS
96909,SUS 494,MASTER'S INTERNSHIP,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SUS
84076,TCS 410,WEB PROGRAMMING,Fall 2018,4.0,Open,TR,1650,1805,WEGMN,1400,125,ROOT S,CSC172 or permission of the instructor.,"The World Wide Web was born around 1990, so it is not much older than most of you. In this course, we will follow the growth of the Web from its toddler years, to early childhood, to its turbulent pre-teen and teenage years, and finally as it begins to mature as a young adult. Along this journey, you will learn influential Web technologies such as HTTP, HTML, JavaScript, CSS, the LAMP stack, XML, JSON, Ajax, WebSockets, and modern MVC frameworks. Even though you will be doing a lot of programming in this course, its purpose is not to teach you to become an expert in any particular language or framework. Web technologies change at a blistering pace, so specifics quickly get outdated. However, once you take this course and understand the fundamentals, you will be able to easily pick up new technologies on the fly. *No audits will be allowed for this course.",TCS
92277,TCS 442,Artificial Intelligence,Fall 2018,4.0,Open,MW,900,1015,MEL,203,75,PURTEE A,NULL,"This is the graduate level Artificial Intelligence course. Introduces fundamental principles and techniques from Artificial Intelligence, including heuristic search, automated reasoning, handling uncertainty, and machine learning, to prepare students for advanced AI courses.",TCS
59982,TCS 444,KNOWLEDGE REP & REASONING IN AI,Fall 2018,4.0,Open,TR,940,1055,HYLAN,102,30,SCHUBERT L,CSC 173 and CSC 242,"The logical foundations of AI including first-order logic, reasoning, knowledge representation, planning, and probabilistic inference.",TCS
83210,TCS 447,NATURAL LANGUAGE PROCESSING,Fall 2018,4.0,Open,TR,1105,1220,GAVET,312,48,ALLEN J,CSC 242,"An introduction to natural language processing: constructing computer programs that understand natural language. Topics include parsing, semantic analysis, and knowledge representation. CSC 447, a graduate-level course, requires additional readings and assignments.",TCS
60001,TCS 453,DYNAMIC LANGUAGE & SOFTWARE DEVELOPMENT,Fall 2018,4.0,Open,MW,1525,1640,HYLAN,101,40,DING C,CSC 252 and CSC 254 are recommended. Familiarity with Python and C are beneficial but not strictly required.,"This course studies dynamically-typed programming languages and modular software development. Topics include principles and practice of modular design, functional and object-oriented programming techniques, software engineering concepts, software correctness and reliability, programming tools, and design examples. Ruby is used as the main instruction language. The lessons complement those in traditional compilers and programming languages courses, which focus mainly on statically-typed languages and individual algorithms rather than system design. A significant portion of the assignment is a group project.",TCS
60016,TCS 454,PROGRAMMING LANGUAGE DESIGN & IMPLEMENTATION,Fall 2018,4.0,Open,MW,1025,1140,WEGMN,1400,120,DING C,CSC 173; CSC 252 recommended,"Design and implementation of programming languages, with an emphasis on imperative languages and on implementation tradeoffs.  In-depth examination of ""how programming languages work.""  Topics include fundamental language concepts (names, values, types, abstraction, control flow); compilation and interpretation (syntactic and semantic analysis, code generation and optimization); major language paradigms (imperative, object-oriented, functional, logic-based, concurrent). Course projects include assignments in several different languages, with an emphasis on compilation issues.",TCS
60027,TCS 456,OPERATING SYSTEMS,Fall 2018,4.0,Open,TR,1400,1515,LCHAS,141,36,DWARKADAS S,CSC 252,"Principles of operating system design, explored within the practical context of traditional, embedded, distributed, and real-time operating systems.  Topics include device management, process management, scheduling, synchronization principles, memory management and virtual memory, file management and remote files, protection and security, fault tolerance, networks, and distributed computing. CSC 456, a graduate-level course, requires additional readings and assignments.",TCS
60038,TCS 457,COMPUTER NETWORKS,Fall 2018,4.0,Open,MW,1650,1805,DEWEY,2110D,40,BUKYS L,CSC 252,"Introduction to computer networks and computer communication: Architecture and Protocols:. Design of protocols for error recovery, reliable delivery, routing and congestion control. Store-and-forward networks, satellite networks, local area networks and locally distributed systems. Case studies of networks, protocols and protocol families. Emphasis on software design issues in computer communication.",TCS
60040,TCS 461,DATABASE SYSTEMS,Fall 2018,4.0,Open,MW,1230,1345,HARK,115,1,ZHUPA E,CSC172; CSC173 and CSC 252 recommended,"This course presents the fundamental concepts of database design and use. It provides a study of data models, data description languages, and query facilities including relational algebra and SQL, data normalization, transactions and their properties, physical data organization and indexing, security issues and object databases. It also looks at the new trends in databases. The knowledge of the above topics will be applied in the design and implementation of a database application using a target database management system as part of a semester-long group project.",TCS
